Ticker,Article Title
['Z'],"Z; ZG Shareholder Alert: Bronstein, Gewirtz & Grossman, LLC Reminds Zillow Group, Inc. Shareholders of Class Action and Lead Plaintiff Deadline: January 17, 2022"
['PLTK'],"PLTK Investor Alert: Bronstein, Gewirtz & Grossman, LLC Notifies Playtika Holding Corp. Investors of Class Action and Lead Deadline: January 24, 2022"
['PLTK'],"INVESTOR ACTION REMINDER: The Schall Law Firm Encourages Investors in Playtika Holding Corp. with Losses of $100,000 to Contact the Firm"
['PLTK'],PLTK DEADLINE: Robbins Geller Rudman & Dowd LLP Announces that Playtika Holdings Corp. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit
['PLTK'],PLAYTIKA HOLDING CORP. (NASDAQ: PLTK) SHAREHOLDER CLASS ACTION ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion
['PLTK'],"EQUITY ALERT: ROSEN, LEADING AND LONGSTANDING INVESTOR COUNSEL, Encourages Playtika Holding Corp. Investors with Losses Exceeding $100K to Secure Counsel Before Important Deadline in Securities Class Action - PLTK"
['PLTK'],"PLTK Shareholder Alert: Bronstein, Gewirtz & Grossman, LLC Notifies Playtika Holding Corp. Investors of Class Action and Lead Plaintiff Deadline: January 24, 2022"
['PLTK'],"INVESTOR ACTION ALERT: The Schall Law Firm Encourages Investors in Playtika Holding Corp. with Losses of $100,000 to Contact the Firm"
['PLTK'],"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Playtika Holding Corp. (PLTK) Investors"
['PLTK'],"EQUITY ALERT: ROSEN, A TOP RANKED LAW FIRM, Encourages Playtika Holding Corp. Investors with Losses to Secure Counsel Before Important Deadline in Securities Class Action – PLTK"
['PLTK'],The Law Offices of Frank R. Cruz Announces the Filing of a Securities Class Action on Behalf of Playtika Holding Corp. (PLTK) Investors
['PLTK'],Playtika Holdings Corp. Shareholder Alert: Robbins LLP Informs Investors that Playtika Holdings Corp. (PLTK) is Being Sued for Misleading Investors
['PLTK'],"SHAREHOLDER ACTION NOTICE: The Schall Law Firm Encourages Investors in Playtika Holding Corp. with Losses of $100,000 to Contact the Firm"
